Fiscal Year,Area,Subsidiary,Product,Reported Subsegment,Forecast Planning Level,1,2,3,4,5,6,7,8,9,10,11,12,,,,
FY19,WE,Netherlands,Office 365,EPG Commercial,EA Add-On,-4639.8,,135864.96,,-774,,663,7717.8,265.2,,,,,,,
FY19,WE,Netherlands,Project,EPG Commercial,EA Add-On,360.66,1501.85,29756.28,63063,30992.62,57548.24,14848.8,,12876.376,-950.88,,168349.332,,,,
FY19,WE,Netherlands,S&T CAL Suites - Core CAL,EPG Commercial,EA Add-On,11660.9724,8680.3416,106075.6659,5141.5404,2598.4908,82297.0731,3878.6688,1394.9712,14746.4494,3283.5024,4977.0396,110979.9432,,,,
FY19,WE,Netherlands,S&T CAL Suites - ECAL,EPG Commercial,EA Add-On,,,,,,106119.0628,,,-3289.4464,,,29592.2068,,,,
FY19,WE,Netherlands,SharePoint for Internet Sites,EPG Commercial,EA Add-On,,,,,,,,,,,,11315.58,,,,
FY19,WE,Netherlands,SharePoint Server,EPG Commercial,EA Add-On,,,,,32814.362,8768.076,,,,,,,,,,
FY19,WE,Netherlands,SQL Azure,EPG Commercial,EA Add-On,,,,,,,,2640,,,,,,,,
FY19,WE,Netherlands,SQL Server Premium,EPG Commercial,EA Add-On,,,27040,16108.44,,259191.728,,,135912.888,,28983.6,438186.32,,,,
FY19,WE,Netherlands,SQL Server Standard & CAL,EPG Commercial,EA Add-On,,3157.68,101800.36,7088.75,,9325.472,18687.3,890.832,16123.304,-1172.88,1042.224,53909.56,,,,
FY19,WE,Netherlands,System Center Client,EPG Commercial,EA Add-On,,,9241.4736,1059.9891,,12093.9229,,,1319.1774,144.4355,,47051.5275,,,,
FY19,WE,Netherlands,System Center Server,EPG Commercial,EA Add-On,,,7202.22,6803.44,631.8,5165.64,,,,,,,,,,
FY19,WE,Netherlands,Visio,EPG Commercial,EA Add-On,604.14,192.9,15718.86,,,,,,1780.44,-326.52,,121533.62,,,,
FY19,WE,Netherlands,Windows Azure,EPG Commercial,EA Add-On,,14796.29,-11314.81,,-3481.48,,,10296,,,,,,,,
FY19,WE,Netherlands,Windows Client,EPG Commercial,EA Add-On,,,125454.7903,10582.8209,,128510.2053,,,13814.7958,1551.2091,,428702.8421,,,,
FY19,WE,Netherlands,Windows Server & Solutions & CAL,EPG Commercial,EA Add-On,,2034.73,45292.44,83712.65,-4102.8,2869.344,592.21,,2501.808,,,95020.99,,,,
FY19,WE,Netherlands,Windows Server Other,EPG Commercial,EA Add-On,12595.2,,,,,48491.1,,,,301.68,42067.2,,,,,
FY19,WE,Netherlands,Windows Server Premium,EPG Commercial,EA Add-On,,,48805.65,15397.92,5024.736,313956.724,9077.68,,28598.132,,16348.2,168971.7,,,,
FY19,WE,Netherlands,Biztalk Server,EPG Commercial,EA New,,,,16962.16,,111489.8201,,,,,,43661.568,,,,
FY19,WE,Netherlands,Developer Tools,EPG Commercial,EA New,576.64,,,,,63053.2,,,23115.444,12870.9,,95416.696,,,,
FY19,WE,Netherlands,Dynamics CRM,EPG Commercial,EA New,,,,20299.26,,,,,,,,139319.616,,,,
FY19,WE,Netherlands,Exchange Server & CAL,EPG Commercial,EA New,46997.28,,,27644.47,,22608.71,,,16239.67,7700,,4745.88,,,,
FY19,WE,Netherlands,Identity & Direct Access,EPG Commercial,EA New,,,,3150.99,,,,,688.83,6990.78,,2166.19,,,,
FY19,WE,Netherlands,IW CAL Suites - Core CAL,EPG Commercial,EA New,,,,,,,,,960.9216,,,5195.2,,,,
FY19,WE,Netherlands,IW CAL Suites - ECAL,EPG Commercial,EA New,,,,,,,,,40285.3916,,,,,,,
FY19,WE,Netherlands,Lync Server & CAL,EPG Commercial,EA New,,,,12202.32,,5915.07,,,6856.524,1505,,1294.68,,,,
FY19,WE,Netherlands,MDOP-Client,EPG Commercial,EA New,,,,,,,,,,,,190.608,,,,
FY19,WE,Netherlands,Office,EPG Commercial,EA New,,,,57747.89,,,,,206674.294,37763,,21410,,,,
FY19,WE,Netherlands,Project,EPG Commercial,EA New,,,,14679.06,,,,,29840.81,17905.15,,1083,,,,
FY19,WE,Netherlands,S&T CAL Suites - Core CAL,EPG Commercial,EA New,,,,,,,,,540.5184,,,2922.3,,,,
FY19,WE,Netherlands,S&T CAL Suites - ECAL,EPG Commercial,EA New,,,,,,,,,19211.5684,,,,,,,
FY19,WE,Netherlands,SharePoint CAL,EPG Commercial,EA New,,,,35904,,32522.58,,,9686.56,5411,,173.3,,,,
FY19,WE,Netherlands,SharePoint for Internet Sites,EPG Commercial,EA New,,,,4294.64,,,,,,15625.18,,,,,,
FY19,WE,Netherlands,SharePoint Server,EPG Commercial,EA New,,,,768.8,,,,,5052.58,3719,,3459.936,,,,
FY19,WE,Netherlands,SQL Server Premium,EPG Commercial,EA New,,,,,,64032.5426,,,97058.684,62130.32,,158421.36,,,,
FY19,WE,Netherlands,SQL Server Standard & CAL,EPG Commercial,EA New,,,,,,6076.8474,,,50414.97,9692.68,,15926.976,,,,
FY19,WE,Netherlands,System Center Client,EPG Commercial,EA New,29065.68,,,20638,,25824.33,,,25635.1783,5649,,2214.1694,,,,
FY19,WE,Netherlands,System Center Server,EPG Commercial,EA New,329.41,,,,,,,,11192.4922,,,64911.424,,,,
FY19,WE,Netherlands,Visio,EPG Commercial,EA New,,,,242.64,,,,,9891.402,264.77,,1110.8,,,,
FY19,WE,Netherlands,Windows Client,EPG Commercial,EA New,,,,,,,,,26093.808,,,8168.784,,,,
FY19,WE,Netherlands,Windows Server & Solutions & CAL,EPG Commercial,EA New,,,,9206.94,,8042.12,,,18340.278,12665.32,,16464.8577,,,,
FY19,WE,Netherlands,Windows Server Other,EPG Commercial,EA New,,,,18624.28,,,,,1756.6,239.25,,4400,,,,
FY19,WE,Netherlands,Windows Server Premium,EPG Commercial,EA New,,,,20703.01,,,,,38619.7994,6356.22,,80067.0412,,,,
FY19,WE,Netherlands,Biztalk Server,EPG Commercial,EA Recurring,,,2429.44,255.116,,,32885.75,,19217.52,,36768.04,15930.22,,,,
FY19,WE,Netherlands,Developer Tools,EPG Commercial,EA Recurring,70119.95,1375.48,71873.69,69288.026,,70435.2224,49942.01,,9480.124,16466.93,107605.79,91716.75,,,,
FY19,WE,Netherlands,Dynamics CRM,EPG Commercial,EA Recurring,,,,,,28030.91,,,159.072,7717.06,,,,,,
FY19,WE,Netherlands,Exchange Server & CAL,EPG Commercial,EA Recurring,119701.13,10735.34,189635.72,107277.094,143411.12,46037.4705,35201.34,-5621.04,-2550.356,89466.974,9928.82,158661.26,,,,
FY19,WE,Netherlands,Forefront Protection,EPG Commercial,EA Recurring,32284.224,,5760,142.8,,25680,126809.88,,,,6624,44395,,,,
FY19,WE,Netherlands,Identity & Direct Access,EPG Commercial,EA Recurring,16173.374,241.16,6664.29,25508.22,,17815.55,6128.14,-3180,3550.048,2549.364,583.17,21347.06,,,,
FY19,WE,Netherlands,IW CAL Suites - Core CAL,EPG Commercial,EA Recurring,45956.1626,,,90915.136,13147.8528,221852.8865,202111.2616,-160875.008,168618.3834,21775.4262,,47686.4,,,,
FY19,WE,Netherlands,IW CAL Suites - ECAL,EPG Commercial,EA Recurring,3564.9799,,,270776.6911,,531426.3453,64760.4583,-405715.0373,405715.0373,3564.9799,,139171.5772,,,,
FY19,WE,Netherlands,Lync Server & CAL,EPG Commercial,EA Recurring,29354.5,,272222.44,61186.474,27595.15,51145.3088,15844.67,-1430.28,1430.28,13183.73,267.07,19014.99,,,,
FY19,WE,Netherlands,MDOP-Client,EPG Commercial,EA Recurring,5510.8512,,15961.5948,4976.1844,,10608.0859,2345.807,-9738.5928,9763.146,5189.5691,,6556.734,,,,
FY19,WE,Netherlands,Office,EPG Commercial,EA Recurring,822651.1946,91928,1099400.978,1219898.199,,802489.1563,289461.287,-606727.5808,635686.1728,668879.6207,,490641.9226,,,,
FY19,WE,Netherlands,Office 365,EPG Commercial,EA Recurring,-11845.248,,14640,52143.672,-1032,,,-14640,,7092,,147706.8,,,,
FY19,WE,Netherlands,OSD Subs & Trans OSD SMSG,EPG Commercial,EA Recurring,,,,406.2,,20.1431,,,,,,,,,,
FY19,WE,Netherlands,Other IW Apps,EPG Commercial,EA Recurring,,,616,,,29.16,,,,,,,,,,
FY19,WE,Netherlands,Project,EPG Commercial,EA Recurring,31088.234,6639.84,33501.89,129171.536,,288717.1346,88570.15,-264431.16,259135.9,6596.048,6177.46,25272.5,,,,
FY19,WE,Netherlands,S&T CAL Suites - Core CAL,EPG Commercial,EA Recurring,25850.3414,,,51139.764,7395.6672,124792.2487,113701.9541,-90492.192,94847.8406,12262.0638,,26823.6,,,,
FY19,WE,Netherlands,S&T CAL Suites - ECAL,EPG Commercial,EA Recurring,1700.688,,,129068.9768,,245173.5224,23593.2096,-193516.6079,193516.6079,1700.688,,65268.8393,,,,
FY19,WE,Netherlands,SharePoint CAL,EPG Commercial,EA Recurring,112689.908,19928,160054.312,118849.924,152299.95,39960,26337.6,,96.96,91380.304,14079.3,165272.26,,,,
FY19,WE,Netherlands,SharePoint for Internet Sites,EPG Commercial,EA Recurring,,,,84754.47,,,,,,,102653.52,14908.78,,,,
FY19,WE,Netherlands,SharePoint Server,EPG Commercial,EA Recurring,4757.432,,5390.826,25712.888,,11732.5285,2843.13,-4296.6,7412.192,2394.702,22499.99,6468.61,,,,
FY19,WE,Netherlands,SQL Server Premium,EPG Commercial,EA Recurring,67930.898,,42220.51,370727.9066,,326569.3824,92284.84,-96332.72,102510.896,59561.728,331937.64,248793.446,,,,
FY19,WE,Netherlands,SQL Server Standard & CAL,EPG Commercial,EA Recurring,73624.082,3958.62,96402.588,67715.6154,,53558.2719,45178.2,-15593.76,27706.852,24615.98,74402.7,162385.7641,,,,
FY19,WE,Netherlands,System Center Client,EPG Commercial,EA Recurring,113787.0933,11464,191075.8147,100357.1521,94455.46,49997.2998,25962.4651,-39117.9983,39216.3059,72295.5298,10906.86,229688.4368,,,,
FY19,WE,Netherlands,System Center Server,EPG Commercial,EA Recurring,42730.264,,76263.282,23817.642,,4444.8327,18355.93,-230.4,4445.296,3160.284,498.61,25939.54,,,,
FY19,WE,Netherlands,Visio,EPG Commercial,EA Recurring,4120.606,685.72,24142.024,18350.37,,63942.0059,17323.9,-56622,58041.84,3797.928,,8973.24,,,,
FY19,WE,Netherlands,Windows Client,EPG Commercial,EA Recurring,250514.0427,,496142.5523,211126.775,,274659.8418,64286.7711,-244024.5028,255553.066,198824.5983,,225241.0501,,,,
FY19,WE,Netherlands,Windows Server & Solutions & CAL,EPG Commercial,EA Recurring,63721.478,17014.35,199369.436,80364.514,,46486.1731,22273.1,-38753.88,40885.416,35767.844,3707.94,144543.52,,,,
FY19,WE,Netherlands,Windows Server Other,EPG Commercial,EA Recurring,31994.28,466.5,29695.83,15234.4237,2497.36,1126.2436,18488.88,,4364.928,1731.558,250.6,33577.63,,,,
FY19,WE,Netherlands,Windows Server Premium,EPG Commercial,EA Recurring,73076.92,9542.06,18977.668,111165.104,2249.04,80871.7694,40489.68,-63583.96,54249.8,81993.54,,60334.63,,,,
FY19,WE,Netherlands,Biztalk Server,EPG Commercial,EA Renewal,,,,22448,,264,,,,,,,,,,
FY19,WE,Netherlands,Developer Tools,EPG Commercial,EA Renewal,,,,34338.66,,,,,,,,1260.584,,,,
FY19,WE,Netherlands,Dynamics CRM,EPG Commercial,EA Renewal,,,,,,1431,,,,,,,,,,
FY19,WE,Netherlands,Exchange Server & CAL,EPG Commercial,EA Renewal,,,,1556.73,,121756.15,,,1439.064,,,87.296,,,,
FY19,WE,Netherlands,Forefront Protection,EPG Commercial,EA Renewal,,,,,,72013.8,,,,,,,,,,
FY19,WE,Netherlands,Identity & Direct Access,EPG Commercial,EA Renewal,,,,3123.81,,27267.44,,,,,,2369.944,,,,
FY19,WE,Netherlands,IW CAL Suites - Core CAL,EPG Commercial,EA Renewal,,,,51987.68,,139532.3776,,,793.8048,,,98771.1225,,,,
FY19,WE,Netherlands,IW CAL Suites - ECAL,EPG Commercial,EA Renewal,,,,,,18999.6359,,,33588.358,,,17283.1593,,,,
FY19,WE,Netherlands,Lync Server & CAL,EPG Commercial,EA Renewal,,,,9873.13,,136119.31,,,,,,1999.264,,,,
FY19,WE,Netherlands,MDOP-Client,EPG Commercial,EA Renewal,,,,2772.3384,,15386.3882,,,,,,5887.8352,,,,
FY19,WE,Netherlands,Office,EPG Commercial,EA Renewal,,,,188778.25,,1290089.79,,,59198.88,,,353276.0384,,,,
FY19,WE,Netherlands,Project,EPG Commercial,EA Renewal,,,,16384.09,,14008.97,,,8464.064,,,15912.584,,,,
FY19,WE,Netherlands,S&T CAL Suites - Core CAL,EPG Commercial,EA Renewal,,,,29243.07,,78486.9624,,,446.5152,,,55579.382,,,,
FY19,WE,Netherlands,S&T CAL Suites - ECAL,EPG Commercial,EA Renewal,,,,,,9055.4441,,,16017.842,,,8245.0009,,,,
FY19,WE,Netherlands,SharePoint CAL,EPG Commercial,EA Renewal,,,,21020,,159922.98,,,,,,,,,,
FY19,WE,Netherlands,SharePoint Server,EPG Commercial,EA Renewal,,,,1500.1,,371.22,,,2227.44,,,,,,,
FY19,WE,Netherlands,SQL Azure,EPG Commercial,EA Renewal,,,,,,2640,,,,,,,,,,
FY19,WE,Netherlands,SQL Server Premium,EPG Commercial,EA Renewal,,,,36192.93,,,,,23089.92,,,,,,,
FY19,WE,Netherlands,SQL Server Standard & CAL,EPG Commercial,EA Renewal,,,,71277.47,,,,,4709.232,,,,,,,
FY19,WE,Netherlands,System Center Client,EPG Commercial,EA Renewal,,,,27273.9036,,164519.1804,,,,,,23846.3555,,,,
FY19,WE,Netherlands,System Center Server,EPG Commercial,EA Renewal,,,,884.72,,77608.24,,,,,,,,,,
FY19,WE,Netherlands,Visio,EPG Commercial,EA Renewal,,,,8923.89,,5802.92,,,6436.296,,,2078.032,,,,
FY19,WE,Netherlands,Windows Azure,EPG Commercial,EA Renewal,,,,,,10296,,,,,,,,,,
FY19,WE,Netherlands,Windows Client,EPG Commercial,EA Renewal,,,,95080.2581,,656505.8216,,,21744.84,,,161982.4346,,,,
FY19,WE,Netherlands,Windows Server & Solutions & CAL,EPG Commercial,EA Renewal,,,,16425.79,,105504.06,,,562.176,,,249.128,,,,
FY19,WE,Netherlands,Windows Server Other,EPG Commercial,EA Renewal,,,,7716,,4625.5,,,3898.456,,,30845.2,,,,
FY19,WE,Netherlands,Windows Server Premium,EPG Commercial,EA Renewal,,,,21357.12,,64386.19,,,32203.44,,,,,,,
FY19,WE,Netherlands,Developer Tools,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,6206.72,,,,
FY19,WE,Netherlands,Exchange Server & CAL,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,211.02,,,,
FY19,WE,Netherlands,IW CAL Suites - Core CAL,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,18188.8,,,,
FY19,WE,Netherlands,Office,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,25307.5,,,,
FY19,WE,Netherlands,Project,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,3092.5,,,,
FY19,WE,Netherlands,S&T CAL Suites - Core CAL,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,10231.2,,,,
FY19,WE,Netherlands,SharePoint Server,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,1468.9,,,,
FY19,WE,Netherlands,SQL Server Standard & CAL,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,14967.26,,,,
FY19,WE,Netherlands,Windows Server & Solutions & CAL,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,5224.8,,,,
FY19,WE,Netherlands,Windows Server Other,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,756.6,,,,
FY19,WE,Netherlands,Windows Server Premium,EPG Commercial,EA Subscription Non Recurring,,,,,,,,,,,,808.4,,,,
FY19,WE,Netherlands,Developer Tools,EPG Commercial,EA Subscription Recurring,,,,,,,,,9219.776,,,893.9114,,,,
FY19,WE,Netherlands,Exchange Server & CAL,EPG Commercial,EA Subscription Recurring,,,,,,,,,1008.92,11250,,48923.5828,,,,
FY19,WE,Netherlands,Identity & Direct Access,EPG Commercial,EA Subscription Recurring,,,,,,,,,4072.008,,,2725.2,,,,
FY19,WE,Netherlands,IW CAL Suites - Core CAL,EPG Commercial,EA Subscription Recurring,24407.9616,,,,,,,,57873.6,2471.1693,,161105.6159,,,,
FY19,WE,Netherlands,Lync Server & CAL,EPG Commercial,EA Subscription Recurring,,,,,,,426.24,,,,,157872.44,,,,
FY19,WE,Netherlands,MDOP-Client,EPG Commercial,EA Subscription Recurring,,,,,,,,,423.36,100.6656,,6509.4653,,,,
FY19,WE,Netherlands,Office,EPG Commercial,EA Subscription Recurring,112772,,,,,,,,35725.14,8494.6444,,544472.3408,,,,
FY19,WE,Netherlands,Office 365,EPG Commercial,EA Subscription Recurring,,,,,,,,,466.56,466.56,,12292.8,,,,
FY19,WE,Netherlands,Project,EPG Commercial,EA Subscription Recurring,,,,,,,,,1799.04,,,261670.3238,,,,
FY19,WE,Netherlands,S&T CAL Suites - Core CAL,EPG Commercial,EA Subscription Recurring,13729.4784,,,,,,,,32553.9,1390.0327,,94506.3089,,,,
FY19,WE,Netherlands,SharePoint CAL,EPG Commercial,EA Subscription Recurring,,,,,,,,,,11925,,,,,,
FY19,WE,Netherlands,SharePoint Server,EPG Commercial,EA Subscription Recurring,,,,,,,,,,,,1315.711,,,,
FY19,WE,Netherlands,SQL Server Premium,EPG Commercial,EA Subscription Recurring,,,,,,,,,60833.088,,,14688.5902,,,,
FY19,WE,Netherlands,SQL Server Standard & CAL,EPG Commercial,EA Subscription Recurring,,,,,,,,,,,,2995,,,,
FY19,WE,Netherlands,System Center Client,EPG Commercial,EA Subscription Recurring,,,,,,,,,1693.44,7269.6624,,25975.5699,,,,
FY19,WE,Netherlands,System Center Server,EPG Commercial,EA Subscription Recurring,,,,,,,,,,,,430.5801,,,,
FY19,WE,Netherlands,Visio,EPG Commercial,EA Subscription Recurring,,,,,,,,,766.8,,,2132.2058,,,,
FY19,WE,Netherlands,Windows Client,EPG Commercial,EA Subscription Recurring,,,,,,,,,12990.96,3088.9616,,278972.6366,,,,
FY19,WE,Netherlands,Windows Server & Solutions & CAL,EPG Commercial,EA Subscription Recurring,,,,,,,,,6918.84,5457.008,,1780.9334,,,,
FY19,WE,Netherlands,Windows Server Other,EPG Commercial,EA Subscription Recurring,5448,,,,,,,,1436.8,,,1466.7344,,,,
FY19,WE,Netherlands,Windows Server Premium,EPG Commercial,EA Subscription Recurring,,,,,,,,,9342.176,,,40894.3155,,,,
FY19,WE,Netherlands,Office 365,EPG Commercial,Online Services,16925.24,12778.29,11763.54,36280.97,28327.37,21020.25,18964.92,15768.03,23658.62,23732.23,22656.56,34392.8,,,,
FY19,WE,Netherlands,SQL Azure,EPG Commercial,Online Services,636.98,633.12,299.8,599.6,899.4,308.82,599.6,319.14,320.42,317.2,324.45,322.36,,,,
FY19,WE,Netherlands,Windows Azure,EPG Commercial,Online Services,4013.52,4016.88,1038.53,4029.63,2335.84,1132.47,1834.33,1012.19,961.48,1043.94,1075.33,1047.18,,,,
FY19,WE,Netherlands,Dynamics ERP,EPG Commercial,Other Annuity,,5880,,,,22330.28,,,,,11529,,,,,
FY19,WE,Netherlands,FAST Legacy,EPG Commercial,Other Annuity,,,,,,,,,,,,33600,,,,
FY19,WE,Netherlands,SharePoint CAL,EPG Commercial,Other Non-Annuity,,297.5,,,7225,,,4462.5,,,,,,,,
FY19,WE,Netherlands,SQL Server Premium,EPG Commercial,Other Non-Annuity,,,,37670.112,,,3362.688,,,,,,,,,
FY19,WE,Netherlands,SQL Server Standard & CAL,EPG Commercial,Other Non-Annuity,,,,,,149.8003,,,,,,,,,,
FY19,WE,Netherlands,Biztalk Server,EPG Commercial,VL Annuity Non-Recur w/o EA,,,1768.68,-1768.68,,,,,,,,71426.4,,,,
FY19,WE,Netherlands,Developer Tools,EPG Commercial,VL Annuity Non-Recur w/o EA,-294.68,1360.44,26355.83,-2654.588,171.888,35064.58,-983.82,,12343.528,3154.56,,25187.51,,,,
FY19,WE,Netherlands,Exchange Server & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,68285.68,403.96,297833.03,-182380.028,2807.04,79716.32,34089.46,15595.45,55469.71,-24066.87,36484.61,24257.82,,,,
FY19,WE,Netherlands,Identity & Direct Access,EPG Commercial,VL Annuity Non-Recur w/o EA,,,158979.75,1663.08,-415.8,1269.96,2540.16,,22140,-2328.48,561.29,,,,,
FY19,WE,Netherlands,IW CAL Suites - Core CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,5621.76,,,56115.7632,,,,,,,,22140.8,,,,
FY19,WE,Netherlands,IW CAL Suites - ECAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,1428.2776,,,,,,,,
FY19,WE,Netherlands,Lync Server & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,126,33.64,38791.74,-17145.89,,672616.41,-142305.93,3863.56,815.48,-2155.64,7116.86,39523.14,,,,
FY19,WE,Netherlands,Office,EPG Commercial,VL Annuity Non-Recur w/o EA,38872.2,2365.44,78875.76,-75918.96,124.032,311685.56,549713.5,67425.96,96673.35,22548.562,128358.25,95478.398,,,,
FY19,WE,Netherlands,Office for Mac,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,145.54,62.016,,,,,,
FY19,WE,Netherlands,Other IW Apps,EPG Commercial,VL Annuity Non-Recur w/o EA,21595,868.8,24666.12,-17460,895.344,5108.64,30.552,868.8,1134.72,598.656,638.28,8132.226,,,,
FY19,WE,Netherlands,Other Server,EPG Commercial,VL Annuity Non-Recur w/o EA,,,1234.32,-1234.32,,,,,,,,,,,,
FY19,WE,Netherlands,Project,EPG Commercial,VL Annuity Non-Recur w/o EA,2888.1,1386,16019.76,41986.96,6679.08,94961.936,435.4,20930.25,1388.956,1765.24,4184.304,45523.716,,,,
FY19,WE,Netherlands,S&T CAL Suites - Core CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,3162.24,,,31565.1168,,,,,,,,12454.2,,,,
FY19,WE,Netherlands,S&T CAL Suites - ECAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,680.1924,,,,,,,,
FY19,WE,Netherlands,SharePoint CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,393,720.5,143.04,48132.748,4564.8,1826.4,28.608,,36725.664,1492.008,,,,
FY19,WE,Netherlands,SharePoint for Internet Sites,EPG Commercial,VL Annuity Non-Recur w/o EA,,,10286.88,-10286.88,,,,,,,4443.84,,,,,
FY19,WE,Netherlands,SharePoint Server,EPG Commercial,VL Annuity Non-Recur w/o EA,,,5234.4,-2577.98,,15627.36,3977.64,,,,,,,,,
FY19,WE,Netherlands,SQL Server Premium,EPG Commercial,VL Annuity Non-Recur w/o EA,33210.144,,38374.2,-26599.46,24731.768,90858.92,-35346.52,,151896.02,,125167.59,2289.276,,,,
FY19,WE,Netherlands,SQL Server Standard & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,2399.88,7237.62,1251,84603.95,8102.4,61202.92,28863.736,2439.816,18758.48,-22461.36,18187.76,12262.408,,,,
FY19,WE,Netherlands,System Center Client,EPG Commercial,VL Annuity Non-Recur w/o EA,1612,9102,,,,42,,,,,,79920,,,,
FY19,WE,Netherlands,System Center Server,EPG Commercial,VL Annuity Non-Recur w/o EA,,,11632.68,-2215.68,5614.368,399.12,487.536,139.296,,,26316.6,38428.456,,,,
FY19,WE,Netherlands,Visio,EPG Commercial,VL Annuity Non-Recur w/o EA,1185.6,,405.12,-405.12,2023.68,1031.04,2877.9,277.78,,473.328,,3882.85,,,,
FY19,WE,Netherlands,Windows Client,EPG Commercial,VL Annuity Non-Recur w/o EA,15376.2,-49482.72,199.56,,,199.56,18332,502.08,,,,7299.84,,,,
FY19,WE,Netherlands,Windows Server & Solutions & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,30612.72,7997.12,67010.79,21280.34,3532.032,57204.024,93877.32,16026.916,4966.078,-20920.912,10186.16,47316.468,,,,
FY19,WE,Netherlands,Windows Server Other,EPG Commercial,VL Annuity Non-Recur w/o EA,2211,163.92,5020.92,-1476,1092.48,135232.56,4953.696,409.776,628.176,689.88,13.656,13046.856,,,,
FY19,WE,Netherlands,Windows Server Premium,EPG Commercial,VL Annuity Non-Recur w/o EA,21665.8,,52270.28,-20011.8,32054.456,84317.3,139870.752,67137.66,25646.52,-14526,47436.12,55022.678,,,,
FY19,WE,Netherlands,Biztalk Server,EPG Commercial,VL Annuity Recur w/o EA,,,,1387.56,,,34284.96,,,,,55236.8,,,,
FY19,WE,Netherlands,Developer Tools,EPG Commercial,VL Annuity Recur w/o EA,100611.28,4177.44,,5385.784,,2875.44,26008.464,865.44,16276.62,-8205.6,,116463.68,,,,
FY19,WE,Netherlands,Dynamics CRM,EPG Commercial,VL Annuity Recur w/o EA,,17800.96,,,,174864,,,,,,,,,,
FY19,WE,Netherlands,Exchange Server & CAL,EPG Commercial,VL Annuity Recur w/o EA,111242.294,4059.56,25515.84,17873.16,,20836.28,314103,-32337.88,127059.11,7747.88,,25009.44,,,,
FY19,WE,Netherlands,Identity & Direct Access,EPG Commercial,VL Annuity Recur w/o EA,1771.056,535.92,498.96,2284.32,1484,3812.36,9883.488,-711.36,440.28,617.35,,4128.96,,,,
FY19,WE,Netherlands,IW CAL Suites - Core CAL,EPG Commercial,VL Annuity Recur w/o EA,,,4700.16,,,,,,,,,5809.152,,,,
FY19,WE,Netherlands,IW CAL Suites - ECAL,EPG Commercial,VL Annuity Recur w/o EA,26664.0897,,,,,,,,,5052.5911,,,,,,
FY19,WE,Netherlands,Lync Server & CAL,EPG Commercial,VL Annuity Recur w/o EA,47034.58,,,26864.68,,12307.68,32608.8,-6727.68,1858.96,2549,,2130.24,,,,
FY19,WE,Netherlands,MDOP-Client,EPG Commercial,VL Annuity Recur w/o EA,,,,,,318.96,,,,,,,,,,
FY19,WE,Netherlands,Office,EPG Commercial,VL Annuity Recur w/o EA,229869.63,28509.16,17857.68,73091.66,,200319.03,379009.2,-62552.256,9642,-19481.58,,55660.6,,,,
FY19,WE,Netherlands,Office 365,EPG Commercial,VL Annuity Recur w/o EA,,,768,,,,,,,,,,,,,
FY19,WE,Netherlands,Office for Mac,EPG Commercial,VL Annuity Recur w/o EA,,,,,,,,,,,,214.8,,,,
FY19,WE,Netherlands,Other IW Apps,EPG Commercial,VL Annuity Recur w/o EA,,,,13972.08,,,,,106389.36,,,21595,,,,
FY19,WE,Netherlands,Other Server,EPG Commercial,VL Annuity Recur w/o EA,,,,1142.52,,,1142.52,,,,,,,,,
